pixId,fieldRa,fieldDec,fieldGl,fieldGb,fieldEl,fieldEb,starDensity_r25
163,194.99999999999997,63.44828368030105,121.31766233397224,53.653124136623816,149.96221339613368,60.07698984066996,0
164,204.99999999999997,63.44828368030105,113.98087076135305,52.82784950541713,155.75003808661083,63.61439023540611,0
165,214.99999999999997,63.44828368030105,107.42832272255079,50.930882884055585,161.77144019253763,67.31934205560115,0
166,225.0,63.44828368030105,102.05582917026007,48.1378235572205,168.2342522220541,71.15850449255056,0
167,235.00000000000003,63.44828368030105,97.99340312276662,44.65876216002398,175.56357874658696,75.09281135117482,0
168,244.99999999999997,63.44828368030105,95.19034308125008,40.69637655765106,184.79298740171575,79.06631925116245,0
169,255.00000000000003,63.44828368030105,93.51490352633529,36.427087299608935,199.19094197509162,82.9573824497918,0
170,265.0,63.44828368030105,92.81993724907107,31.998666251509448,233.4654502585077,86.23777478289398,0
171,275.0,63.44828368030105,92.97349670230764,27.535141316993162,306.38727817163226,86.24451943064874,0
172,285.0,63.44828368030105,93.86784555108196,23.143332032032372,340.77077593147595,82.96804199996113,0
173,294.99999999999994,63.44828368030105,95.41806615230882,18.918582111809517,355.1942571451211,79.07744746861623,0
174,305.0,63.44828368030105,97.55647765771675,14.948932229231243,4.432105152501421,75.10376935425862,0
175,315.0,63.44828368030105,100.22570994700932,11.317605408806536,11.76519555009514,71.16904238577418,0
176,325.0,63.44828368030105,103.37164520030976,8.103840661767684,18.230053805820873,67.32930908428997,0
177,335.0,63.44828368030105,106.93688568473128,5.382146851607615,24.252740903600532,63.62367921146115,0
178,345.0,63.44828368030105,110.8553933892227,3.2201233789118,30.041467625155516,60.08552233835099,0
179,355.0,63.44828368030105,115.04908930733406,1.675170346452476,35.71076523735921,56.7458409010705,0
180,4.5,60.43443884495229,118.81532723613864,-2.1697699179311702,37.79810678895687,51.50404134815264,0
181,13.5,60.43443884495229,123.24825194551961,-2.4357351047905427,43.272938029119196,48.783847593164126,0
182,22.5,60.43443884495229,127.67487172553052,-2.0817082897297334,48.720528788789444,46.29723144976754,0
183,31.5,60.43443884495229,132.00774243665816,-1.1167790098491872,54.16494227468099,44.06605671136559,0
184,40.5,60.43443884495229,136.16512272986168,0.4348785123180423,59.621501383898156,42.11072753196179,0
185,49.49999999999999,60.43443884495229,140.0749255637311,2.53612054266608,65.09881038233901,40.44985760024294,0
186,58.5,60.43443884495229,143.67651594587568,5.1397172563094164,70.60015309907494,39.099869618278895,0
187,67.5,60.43443884495229,146.9201870198605,8.191393661677106,76.12457832647445,38.07456908449321,0
188,76.5,60.43443884495229,149.76465815609455,11.632487996935863,81.66785229628263,37.384735058256744,0
189,85.5,60.43443884495229,152.17316640455044,15.4018589100979,87.2233775250955,37.03776884881252,0
190,94.5,60.43443884495229,154.10868088517276,19.43684980034694,92.783123682683,37.03743681750427,0
191,103.5,60.43443884495229,155.52858088586098,23.673237324305735,98.33857998718794,37.38373463902478,0
192,112.5,60.43443884495229,156.3789486084496,28.044130126419393,103.8817170914638,38.07288778019829,0
193,121.5,60.43443884495229,156.58857942087883,32.47775519006656,109.4059392020493,39.09748815382138,0
194,130.5,60.43443884495229,156.0630936476087,36.894009216316874,114.90701440080157,40.44675211066219,0
195,139.5,60.43443884495229,154.68048829302595,41.19963661258043,120.38399267277521,42.106872363817565,0
196,148.5,60.43443884495229,152.2917194367073,45.28209620783487,125.84015726302688,44.06142762279438,0
197,157.5,60.43443884495229,148.73422068689464,49.00297504660347,131.2841085556005,46.291808991131745,0
198,166.5,60.43443884495229,143.87209116327435,52.19385102849509,136.73116011088095,48.77762047751602,0
199,175.5,60.43443884495229,137.67732170808193,54.66119902400204,142.20535706510304,51.49700967951077,0
200,184.49999999999997,60.43443884495229,130.3428693745078,56.21008986022317,147.7426599474012,54.42687924094501,0
201,193.5,60.43443884495229,122.35641432276385,56.690950493264225,153.39628823865365,57.54291182066512,0
202,202.5,60.43443884495229,114.4227320843436,56.05218209558848,159.24615629939524,60.819293998054874,0
203,211.50000000000003,60.43443884495229,107.22765657662545,54.36176158463308,165.4164197814941,64.2279069180252,0
204,220.49999999999997,60.43443884495229,101.21715950055315,51.77915480895862,172.11012591470958,67.73645300028701,0
205,229.49999999999997,60.43443884495229,96.54609876099609,48.501463132644986,179.6827827341321,71.30417541172763,0
206,238.50000000000003,60.43443884495229,93.16453553918824,44.7195435056408,188.8123017268955,74.87137798356447,0
207,247.50000000000003,60.43443884495229,90.92886438179575,40.5975374664799,200.92484410609867,78.33067684698273,0
208,256.5,60.43443884495229,89.67679060993696,36.26981508355995,219.24916219516774,81.4381562838808,0
209,265.5,60.43443884495229,89.26271597094429,31.84576277066515,249.76543434628923,83.55561677919056,0
210,274.5,60.43443884495229,89.5687108232583,27.41641655997712,290.131686465183,83.5595162258177,0
211,283.5,60.43443884495229,90.50402365992512,23.060432683053342,320.69471160015223,81.44686261929687,0
212,292.5,60.43443884495229,92.00028014525356,18.84870917050583,339.04731493494745,78.34108005124892,0
213,301.5,60.43443884495229,94.00553134425226,14.847649393881564,351.17327819266546,74.88222771455388,0
214,310.5,60.43443884495229,96.47829243756583,11.121211294355295,0.3096757239125079,71.3149486550407,0
215,319.5,60.43443884495229,99.3818854001938,7.731856636246069,7.8862595122668635,67.74687882597522,0
216,328.5,60.43443884495229,102.6791806617813,4.740455770582368,14.582432645048607,64.23781866490532,0
217,337.5,60.43443884495229,106.32791047886073,2.2051827271827675,20.754376436515287,60.82857891392826,0
218,346.5,60.43443884495229,110.27692503968481,0.17948572832823978,26.60546945808979,57.551491515144775,0
219,355.5,60.43443884495229,114.46393920445836,-1.2906526058805206,32.26004235486119,54.43470091641563,0
